director_name,actor_3_name,actor_2_name,actor_1_name,genres,movie_title,combination
Lee Tamahori,Rick Yune,Colin Salmon,Toby Stephens,Action Adventure Thriller,die another day,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller
Michael Bay,Will Patton,Steve Buscemi,Bruce Willis,Action Adventure Sci-Fi Thriller,armageddon,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller
Barry Sonnenfeld,Rip Torn,Rosario Dawson,Will Smith,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
Robert Zemeckis,Sebastian Roché,Anthony Hopkins,Robin Wright,Action Adventure Animation Fantasy,beowulf,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy
Alessandro Carloni,Wayne Knight,Angelina Jolie Pitt,J.K. Simmons,Action Adventure Animation Comedy Family,kung fu panda 3,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family
Brad Bird,Michael Nyqvist,Jeremy Renner,Tom Cruise,Action Adventure Thriller,mission: impossible - ghost protocol,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller
Peter Ramsey,Khamani Griffin,Kamil McFadden,Hugh Jackman,Adventure Animation Family Fantasy,rise of the guardians,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
Dean Parisot,David Herman,Richard Burgi,John Michael Higgins,Comedy Crime,fun with dick and jane,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime
Edward Zwick,Chad Lindberg,Tony Goldwyn,Tom Cruise,Action Drama History War,the last samurai,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War
J.J. Abrams,Bruce Greenwood,Leonard Nimoy,Chris Hemsworth,Action Adventure Sci-Fi,star trek,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi
Sam Raimi,Kirsten Dunst,James Franco,J.K. Simmons,Action Adventure Fantasy Romance,spider-man,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
Dean DeBlois,America Ferrera,Djimon Hounsou,Gerard Butler,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
Alex Proyas,Bryan Brown,Elodie Yung,Gerard Butler,Action Adventure Fantasy,gods of egypt,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
Rob Cohen,Richard Roxburgh,Joe Morton,Sam Shepard,Action Adventure Sci-Fi Thriller,stealth,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller
Zack Snyder,Stephen McHattie,Billy Crudup,Matt Frewer,Action Drama Mystery Sci-Fi,watchmen,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi
Richard Donner,Darlene Love,Rene Russo,Jet Li,Action Crime Thriller,lethal weapon 4,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller
Ang Lee,Celia Weston,Regi Davis,Kevin Rankin,Action Sci-Fi,hulk,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi
Jon M. Chu,Elodie Yung,Dwayne Johnson,Channing Tatum,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller
Hironobu Sakaguchi,Jean Simmons,Ming-Na Wen,Steve Buscemi,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
Joe Johnston,Hayley Atwell,Dominic Cooper,Chris Evans,Action Adventure Sci-Fi,captain america: the first avenger,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
Michael Apted,Desmond Llewelyn,Maria Grazia Cucinotta,Colin Salmon,Action Adventure Thriller,the world is not enough,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
Peter Weir,David Threlfall,Lee Ingleby,James D'Arcy,Action Adventure Drama History War,master and commander: the far side of the world,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
George Miller,Common,Brad Pitt,Robin Williams,Animation Comedy Family Musical,happy feet 2,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
Louis Leterrier,William Hurt,Peter Mensah,Ty Burrell,Action Adventure Sci-Fi,the incredible hulk,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
Steven Spielberg,Rafe Spall,Penelope Wilton,Mark Rylance,Adventure Family Fantasy,the bfg,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
Alejandro G. Iñárritu,Lukas Haas,Tom Hardy,Leonardo DiCaprio,Adventure Drama Thriller Western,the revenant,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
David Soren,Ben Schwartz,Snoop Dogg,Ryan Reynolds,Adventure Animation Comedy Family Sport,turbo,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
Gore Verbinski,Stephen Root,Ray Winstone,Johnny Depp,Adventure Animation Comedy Family Western,rango,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
Eric Darnell,Andy Richter,Annet Mahendru,Benedict Cumberbatch,Adventure Animation Comedy Family,penguins of madagascar,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
Paul Greengrass,Albert Finney,Edgar Ramírez,Matt Damon,Action Mystery Thriller,the bourne ultimatum,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
Mark Osborne,Dan Fogler,Wayne Knight,Angelina Jolie Pitt,Action Adventure Animation Comedy Family,kung fu panda,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
Peyton Reed,T.I.,Hayley Atwell,Judy Greer,Action Adventure Comedy Sci-Fi,ant-man,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
Francis Lawrence,Sandra Ellis Lafferty,Josh Hutcherson,Jennifer Lawrence,Adventure Sci-Fi Thriller,the hunger games: catching fire,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
Bill Condon,Taylor Lautner,Kristen Stewart,Robert Pattinson,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
Steven Spielberg,Rick Gonzalez,Lisa Ann Walter,Tom Cruise,Adventure Sci-Fi Thriller,war of the worlds,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
Michael Bay,Jordi Mollà,Henry Rollins,Will Smith,Action Comedy Crime Thriller,bad boys ii,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
Chris Miller,Amy Sedaris,Constance Marie,Salma Hayek,Action Adventure Animation Comedy Family Fantasy,puss in boots,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
Phillip Noyce,August Diehl,Andre Braugher,Angelina Jolie Pitt,Action Crime Mystery Thriller,salt,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
Darren Aronofsky,Logan Lerman,Emma Watson,Anthony Hopkins,Action Adventure Drama,noah,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
Steven Spielberg,Tony Curran,Mackenzie Crook,Toby Jones,Action Adventure Family Mystery,the adventures of tintin,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
Alfonso Cuarón,Rupert Grint,Gary Oldman,Daniel Radcliffe,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
Baz Luhrmann,Eddie Baroo,Bryan Brown,Essie Davis,Adventure Drama Romance War,australia,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
M. Night Shyamalan,Glenn Morshower,Zoë Kravitz,Will Smith,Action Adventure Sci-Fi,after earth,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
Eric Leighton,Della Reese,D.B. Sweeney,Alfre Woodard,Adventure Animation Family Thriller,dinosaur,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
Matt Birch,Ralph Ineson,Dave Legeno,Rupert Grint,Action Fantasy,harry potter and the deathly hallows: part ii,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
Shawn Levy,Steve Coogan,Rami Malek,Robin Williams,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
Tom McGrath,Will Ferrell,Brad Pitt,J.K. Simmons,Action Animation Comedy Family Sci-Fi,megamind,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
Chris Columbus,Verne Troyer,Fiona Shaw,Daniel Radcliffe,Adventure Family Fantasy,harry potter and the sorcerer's stone,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
Robert Schwentke,Stephanie Szostak,Jeff Bridges,Ryan Reynolds,Action Comedy Fantasy,r.i.p.d.,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
Hideaki Anno,Atsuko Maeda,Shin'ya Tsukamoto,Mark Chinnery,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
Gore Verbinski,Jack Davenport,Orlando Bloom,Johnny Depp,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
Matt Birch,Alfred Enoch,Toby Jones,Rupert Grint,Fantasy,harry potter and the deathly hallows: part i,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
Francis Lawrence,Josh Hutcherson,Philip Seymour Hoffman,Jennifer Lawrence,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
Ron Howard,Jürgen Prochnow,Seth Gabel,Tom Hanks,Mystery Thriller,the da vinci code,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
Carlos Saldanha,Jeffrey Garcia,Rachel Crow,Miguel Ferrer,Adventure Animation Comedy Family Musical,rio 2,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
Bryan Singer,Aaron Stanford,Bruce Davison,Hugh Jackman,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,Dwayne Johnson,Vin Diesel,Paul Walker,Action Crime Thriller,fast five,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
Guy Ritchie,Paul Anderson,Eddie Marsan,Robert Downey Jr.,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
John McTiernan,Clive Russell,Vladimir Kulich,Tony Curran,Action Adventure History,the 13th warrior,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
Tony Gilroy,Stacy Keach,Scott Glenn,Jeremy Renner,Action Adventure Thriller,the bourne legacy,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
Joel Schumacher,John Glover,Vivica A. Fox,Michael Gough,Action,batman & robin,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
Ron Howard,Molly Shannon,T.J. Thyne,Clint Howard,Comedy Family Fantasy,how the grinch stole christmas,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
Roland Emmerich,Sela Ward,Dennis Quaid,Jake Gyllenhaal,Action Adventure Sci-Fi Thriller,the day after tomorrow,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
John Woo,Richard Roxburgh,Dougray Scott,Tom Cruise,Action Adventure Thriller,mission: impossible ii,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
Wolfgang Petersen,Bob Gunton,Mary Elizabeth Mastrantonio,Karen Allen,Action Adventure Drama Thriller,the perfect storm,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
Tim Story,Andre Braugher,Ioan Gruffudd,Chris Evans,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
Ang Lee,Tabu,Rafe Spall,Suraj Sharma,Adventure Drama Fantasy,life of pi,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
Mark Steven Johnson,Peter Fonda,Matt Long,Nicolas Cage,Action Fantasy Thriller,ghost rider,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
Paul Greengrass,Ato Essandoh,Riz Ahmed,Matt Damon,Action Thriller,jason bourne,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
McG,Justin Theroux,Bernie Mac,Demi Moore,Action Adventure Comedy Crime,charlie's angels: full throttle,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
Ridley Scott,Sean Harris,Charlize Theron,Michael Fassbender,Adventure Mystery Sci-Fi,prometheus,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
Rob Minkoff,Melanie Griffith,Brad Garrett,Nathan Lane,Adventure Animation Comedy Family Fantasy,stuart little 2,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
Neill Blomkamp,Alice Braga,Sharlto Copley,Matt Damon,Action Drama Sci-Fi Thriller,elysium,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
David Twohy,Christina Cox,Alexa Davalos,Vin Diesel,Action Adventure Sci-Fi Thriller,the chronicles of riddick,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
Lana Wachowski,Nicholas Elia,Kick Gurry,Scott Porter,Action Family Sport,speed racer,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
James L. Brooks,Teyonah Parris,Domenick Lombardozzi,Shelley Conn,Comedy Drama Romance,how do you know,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
James Mangold,Jordi Mollà,Marc Blucas,Tom Cruise,Action Comedy Romance,knight and day,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
Joseph Kosinski,Zoë Bell,Tom Cruise,Morgan Freeman,Action Adventure Mystery Sci-Fi,oblivion,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
George Lucas,Hayden Christensen,Christopher Lee,Natalie Portman,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
George Lucas,Hayden Christensen,Christopher Lee,Natalie Portman,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
Pete Docter,James Coburn,John Ratzenberger,Steve Buscemi,Adventure Animation Comedy Family Fantasy,"monsters, inc.",Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
James Mangold,Rila Fukushima,Tao Okamoto,Hugh Jackman,Action Adventure Sci-Fi Thriller,the wolverine,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
George Lucas,Ian McDiarmid,Liam Neeson,Natalie Portman,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
Kirk De Micco,Nicolas Cage,Emma Stone,Ryan Reynolds,Adventure Animation Comedy Family Fantasy,the croods,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
Frédéric Forestier,Vanessa Hessler,Santiago Segura,Alain Delon,Adventure Comedy Family Fantasy,asterix at the olympic games,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
John Woo,Noah Emmerich,Roger Willie,Nicolas Cage,Action Drama War,windtalkers,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
Cedric Nicolas-Troyan,Charlize Theron,Sam Claflin,Chris Hemsworth,Action Adventure Drama Fantasy,the huntsman: winter's war,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
Alfonso Cuarón,Amy Warren,Basher Savage,Phaldut Sharma,Adventure Drama Sci-Fi Thriller,gravity,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller
Roger Donaldson,Tzi Ma,Grant Heslov,Jamie Renée Smith,Action Adventure Thriller,dante's peak,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
Dave Green,Brad Garrett,Noel Fisher,Stephen Amell,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
Shawn Levy,Steve Coogan,Rami Malek,Robin Williams,Action Adventure Comedy Family Fantasy,night at the museum,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
Brad Peyton,Archie Panjabi,Ioan Gruffudd,Dwayne Johnson,Action Adventure Drama Thriller,san andreas,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
Roger Spottiswoode,Joe Don Baker,Colin Salmon,Vincent Schiavelli,Action Adventure Thriller,tomorrow never dies,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
Roland Emmerich,Tom Wilkinson,Adam Baldwin,Heath Ledger,Action Drama History War,the patriot,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
Steven Soderbergh,Mini Anden,Julia Roberts,Brad Pitt,Crime Thriller,ocean's twelve,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh Crime Thriller
Doug Liman,Stephanie March,Angelina Jolie Pitt,Brad Pitt,Action Comedy Crime Romance Thriller,mr. & mrs. smith,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
Robert Schwentke,Mekhi Phifer,Theo James,Kate Winslet,Adventure Sci-Fi Thriller,insurgent,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller
Martin Scorsese,Frances Conroy,Adam Scott,Leonardo DiCaprio,Biography Drama,the aviator,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese Biography Drama
Rob Letterman,Olly Alexander,Catherine Tate,James Corden,Adventure Comedy Family Fantasy,gulliver's travels,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
Michel Gondry,Chad L. Coleman,Tom Wilkinson,Christoph Waltz,Action Comedy Crime Sci-Fi Thriller,the green hornet,Christoph Waltz Tom Wilkinson Chad L. Coleman Michel Gondry Action Comedy Crime Sci-Fi Thriller
Noam Murro,Peter Mensah,Sullivan Stapleton,Eva Green,Action Drama Fantasy War,300: rise of an empire,Eva Green Sullivan Stapleton Peter Mensah Noam Murro Action Drama Fantasy War
