director_name,actor_3_name,actor_2_name,actor_1_name,genres,movie_title
Cedric Nicolas-Troyan,Charlize Theron,Sam Claflin,Chris Hemsworth,Action Adventure Drama Fantasy,the huntsman: winter's war
Jonathan Liebesman,Jeremy Howard,Danny Woodburn,Noel Fisher,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles
Alfonso Cuarón,Amy Warren,Basher Savage,Phaldut Sharma,Adventure Drama Sci-Fi Thriller,gravity
Roger Donaldson,Tzi Ma,Grant Heslov,Jamie Renée Smith,Action Adventure Thriller,dante's peak
Dave Green,Brad Garrett,Noel Fisher,Stephen Amell,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows
Josh Trank,Tim Heidecker,Reg E. Cathey,Tim Blake Nelson,Action Adventure Sci-Fi,fantastic four
Shawn Levy,Steve Coogan,Rami Malek,Robin Williams,Action Adventure Comedy Family Fantasy,night at the museum
Brad Peyton,Archie Panjabi,Ioan Gruffudd,Dwayne Johnson,Action Adventure Drama Thriller,san andreas
Roger Spottiswoode,Joe Don Baker,Colin Salmon,Vincent Schiavelli,Action Adventure Thriller,tomorrow never dies
Roland Emmerich,Tom Wilkinson,Adam Baldwin,Heath Ledger,Action Drama History War,the patriot
Steven Soderbergh,Mini Anden,Julia Roberts,Brad Pitt,Crime Thriller,ocean's twelve
Doug Liman,Stephanie March,Angelina Jolie Pitt,Brad Pitt,Action Comedy Crime Romance Thriller,mr. & mrs. smith
Robert Schwentke,Mekhi Phifer,Theo James,Kate Winslet,Adventure Sci-Fi Thriller,insurgent
Martin Scorsese,Frances Conroy,Adam Scott,Leonardo DiCaprio,Biography Drama,the aviator
Rob Letterman,Olly Alexander,Catherine Tate,James Corden,Adventure Comedy Family Fantasy,gulliver's travels
Michel Gondry,Chad L. Coleman,Tom Wilkinson,Christoph Waltz,Action Comedy Crime Sci-Fi Thriller,the green hornet
,Dwight Schultz,Dirk Benedict,George Peppard,Action Adventure Crime,the a-team            
Noam Murro,Peter Mensah,Sullivan Stapleton,Eva Green,Action Drama Fantasy War,300: rise of an empire
Raja Gosnell,Madison McKinley,Tim Gunn,Mahadeo Shivraj,Adventure Animation Comedy Family Fantasy,the smurfs
Will Finn,G.W. Bailey,Roseanne Barr,Steve Buscemi,Animation Comedy Family Music Western,home on the range
Robert Schwentke,Zoë Kravitz,Theo James,Naomi Watts,Action Adventure Mystery Sci-Fi Thriller,allegiant
Shawn Levy,Olga Fonda,Torey Michael Adkins,Hugh Jackman,Action Drama Sci-Fi Sport,real steel
Raja Gosnell,Vanessa Matsui,Nancy O'Dell,Jacob Tremblay,Adventure Animation Comedy Family Fantasy,the smurfs 2
Jan de Bont,Lois Chiles,Temuera Morrison,Jason Patric,Action Crime Romance Thriller,speed 2: cruise control
Gavin Hood,Aramis Knight,Moises Arias,Harrison Ford,Action Sci-Fi,ender's game
Len Wiseman,Cyril Raffaelli,Jonathan Sadowski,Bruce Willis,Action Adventure Thriller,live free or die hard
Peter Jackson,Billy Boyd,Orlando Bloom,Christopher Lee,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring
Frank Coraci,Cécile De France,Steve Coogan,Jim Broadbent,Action Adventure Comedy,around the world in 80 days
Michael Mann,Joe Morton,Jada Pinkett Smith,Will Smith,Biography Drama Sport,ali
Bo Welch,Spencer Breslin,Kelly Preston,Sean Hayes,Adventure Comedy Family Fantasy,the cat in the hat
Alex Proyas,Chi McBride,Bruce Greenwood,Will Smith,Action Mystery Sci-Fi Thriller,"i, robot"
Ridley Scott,Philip Glenister,Orlando Bloom,Liam Neeson,Action Adventure Drama History War,kingdom of heaven
Rob Minkoff,Jeffrey Jones,Nathan Lane,Chazz Palminteri,Adventure Comedy Family Fantasy,stuart little
Ron Clements,Anika Noni Rose,Jenifer Lewis,Oprah Winfrey,Animation Family Fantasy Musical Romance,the princess and the frog
Ridley Scott,Benedict Wong,Donald Glover,Matt Damon,Adventure Drama Sci-Fi,the martian
Christopher Barnard,unknown,unknown,Mathew Buck,Comedy,"10,000 b.c.            "
Michael Bay,Djimon Hounsou,Steve Buscemi,Scarlett Johansson,Action Adventure Romance Sci-Fi Thriller,the island
Peter Chelsom,Garry Shandling,Warren Beatty,Del Zamora,Comedy Romance,town & country
Dominic Sena,Robert Duvall,Angelina Jolie Pitt,Nicolas Cage,Action Crime Thriller,gone in sixty seconds
Ridley Scott,Oliver Reed,Connie Nielsen,Djimon Hounsou,Action Drama Romance,gladiator
Steven Spielberg,Jessica Capshaw,Frank Grillo,Tom Cruise,Action Mystery Sci-Fi Thriller,minority report
Chris Columbus,Emma Watson,Rupert Grint,Daniel Radcliffe,Adventure Family Fantasy Mystery,harry potter and the chamber of secrets
Martin Campbell,Ivana Milicevic,Tobias Menzies,Eva Green,Action Adventure Thriller,casino royale
Tim Burton,Erick Avari,Estella Warren,Cary-Hiroyuki Tagawa,Action Adventure Sci-Fi Thriller,planet of the apes
James Cameron,S. Epatha Merkerson,Jenette Goldstein,Joe Morton,Action Sci-Fi,terminator 2: judgment day
Michael Mann,Stephen Graham,Christian Bale,Johnny Depp,Biography Crime Drama History Romance,public enemies
Ridley Scott,RZA,Ruby Dee,Denzel Washington,Biography Crime Drama,american gangster
James Cameron,Tom Arnold,Tia Carrere,Jamie Lee Curtis,Action Comedy Thriller,true lies
Tony Scott,Michael Rispoli,Ramon Rodriguez,Denzel Washington,Action Crime Thriller,the taking of pelham 1 2 3
Paul Weitz,Teri Polo,Blythe Danner,Robert De Niro,Comedy Romance,little fockers
Adam McKay,Derek Jeter,Will Ferrell,Dwayne Johnson,Action Comedy Crime,the other guys
Chuck Russell,Roma Maffia,James Coburn,Vanessa Williams,Action Drama Mystery Thriller,eraser
Quentin Tarantino,Ato Essandoh,Christoph Waltz,Leonardo DiCaprio,Drama Western,django unchained
Gary Trousdale,Bill Fagerbakke,Jason Alexander,Demi Moore,Animation Drama Family Musical Romance,the hunchback of notre dame
Mark Dindal,John Fiedler,Wendie Malick,Eartha Kitt,Adventure Animation Comedy Family Fantasy,the emperor's new groove
Simon West,Bruce Willis,Sylvester Stallone,Jason Statham,Action Adventure Thriller,the expendables 2
Jon Turteltaub,Annie Parisse,Armando Riesco,Nicolas Cage,Action Adventure Comedy Family Mystery,national treasure
Stefen Fangmeier,Gary Lewis,Ed Speleers,Djimon Hounsou,Action Adventure Family Fantasy,eragon
Spike Jonze,Max Records,Ryan Corr,Catherine O'Hara,Adventure Drama Family Fantasy,where the wild things are
Joe Wright,Nonso Anozie,Cara Delevingne,Hugh Jackman,Adventure Family Fantasy,pan
Chris Wedge,Troy Evans,Emma Kenney,Josh Hutcherson,Adventure Animation Family Fantasy,epic
Florian Henckel von Donnersmarck,Rufus Sewell,Angelina Jolie Pitt,Johnny Depp,Action Romance Thriller,the tourist
Peter Hyams,Udo Kier,Mark Margolis,CCH Pounder,Action Fantasy Horror Mystery,end of days
Edward Zwick,Stephen Collins,Djimon Hounsou,Leonardo DiCaprio,Adventure Drama Thriller,blood diamond
Martin Scorsese,Jon Favreau,Matthew McConaughey,Leonardo DiCaprio,Biography Comedy Crime Drama,the wolf of wall street
Joel Schumacher,Debi Mazar,Rene Auberjonois,Michael Gough,Action Adventure Fantasy,batman forever
Paul Verhoeven,Seth Gilliam,Patrick Muldoon,Jake Busey,Action Sci-Fi War,starship troopers
Tom Tykwer,Jim Broadbent,Jim Sturgess,Tom Hanks,Drama Sci-Fi,cloud atlas
Zack Snyder,Anthony LaPaglia,Richard Roxburgh,Abbie Cornish,Action Adventure Animation Family Fantasy,legend of the guardians: the owls of ga'hoole
Pitof,Alex Borstein,Christopher Heyerdahl,Frances Conroy,Action Crime Fantasy Romance Thriller,catwoman
Brett Ratner,Ingrid Bolsø Berdal,Rufus Sewell,Dwayne Johnson,Action Adventure,hercules
Ron Clements,Michael Wincott,Martin Short,Joseph Gordon-Levitt,Adventure Animation Family Sci-Fi,treasure planet
Brad Silberling,Bobb'e J. Thompson,Anna Friel,Will Ferrell,Adventure Comedy Sci-Fi,land of the lost
Patrick Hughes,Harrison Ford,Sylvester Stallone,Jason Statham,Action Adventure Thriller,the expendables 3
Ericson Core,Delroy Lindo,Edgar Ramírez,Ray Winstone,Action Crime Sport Thriller,point break
Lawrence Guterman,Ben Stein,Traylor Howard,Jamie Kennedy,Comedy Family Fantasy,son of the mask
Ron Howard,Frank Dillane,Benjamin Walker,Chris Hemsworth,Action Adventure Biography Drama History Thriller,in the heart of the sea
Ron Underwood,Burt Young,Randy Quaid,Rosario Dawson,Action Comedy Sci-Fi,the adventures of pluto nash
Paul Greengrass,Igal Naor,Sean Huze,Matt Damon,Action Drama Thriller War,green zone
Steve Martino,Bill Melendez,Venus Schultheis,Francesca Capaldi,Adventure Animation Comedy Family,the peanuts movie
David Mamet,Campbell Scott,Felicity Huffman,Ben Gazzara,Drama Mystery Thriller,the spanish prisoner
Stephen Sommers,Patricia Velasquez,Brendan Fraser,Dwayne Johnson,Action Adventure Fantasy Thriller,the mummy returns
Martin Scorsese,Jim Broadbent,Liam Neeson,Leonardo DiCaprio,Crime Drama,gangs of new york
Yimou Zhang,Shigeo Kobayashi,Ni Ni,Christian Bale,Drama History Romance War,the flowers of war
Ash Brannon,Jon Heder,Zooey Deschanel,Jeff Bridges,Animation Comedy Family Sport,surf's up
Frank Oz,Roger Bart,Matthew Broderick,Jon Lovitz,Comedy Sci-Fi Thriller,the stepford wives
Ridley Scott,Ewen Bremner,Sam Shepard,Ioan Gruffudd,Drama History War,black hawk down
Jay Roach,Katherine LaNasa,Thomas Middleditch,Will Ferrell,Comedy,the campaign
Luc Besson,Gary Oldman,Bruce Willis,Milla Jovovich,Action Adventure Sci-Fi,the fifth element
Michael Patrick King,Kristin Davis,Liza Minnelli,Chris Noth,Comedy Drama Romance,sex and the city 2
Bibo Bergeron,Elton John,Rosie Perez,Frank Welker,Adventure Animation Comedy Family Romance,the road to el dorado
Steve Martino,Drake,Josh Gad,Peter Dinklage,Adventure Animation Comedy Family,ice age: continental drift
Kenneth Branagh,Lily James,Derek Jacobi,Hayley Atwell,Drama Family Fantasy Romance,cinderella
Peter Jackson,Tom McCarthy,AJ Michalka,Michael Imperioli,Drama Fantasy Thriller,the lovely bones
Andrew Stanton,Brad Garrett,Stephen Root,Alexander Gould,Adventure Animation Comedy Family,finding nemo
Peter Jackson,Bernard Hill,Billy Boyd,Orlando Bloom,Action Adventure Drama Fantasy,the lord of the rings: the return of the king
Peter Jackson,Billy Boyd,Orlando Bloom,Christopher Lee,Action Adventure Drama Fantasy,the lord of the rings: the two towers
Sergey Bodrov,Olivia Williams,Djimon Hounsou,Jeff Bridges,Action Adventure Fantasy,seventh son
Simon West,Chris Barrie,Noah Taylor,Angelina Jolie Pitt,Action Adventure Fantasy Thriller,lara croft: tomb raider
Wally Pfister,Clifton Collins Jr.,Morgan Freeman,Johnny Depp,Drama Mystery Romance Sci-Fi Thriller,transcendence
Joe Johnston,Alessandro Nivola,Trevor Morgan,Michael Jeter,Action Adventure Sci-Fi Thriller,jurassic park iii
Rupert Wyatt,Tyler Labine,David Oyelowo,James Franco,Action Drama Sci-Fi Thriller,rise of the planet of the apes
Mark Waters,Joan Plowright,Tod Fennell,Martin Short,Adventure Family Fantasy,the spiderwick chronicles
John Moore,Megalyn Echikunwoke,Cole Hauser,Bruce Willis,Action Thriller,a good day to die hard
John Lee Hancock,Jordi Mollà,Marc Blucas,Dennis Quaid,Drama History War Western,the alamo
Brad Bird,Lou Romano,Craig T. Nelson,Holly Hunter,Action Adventure Animation Family,the incredibles
Renny Harlin,Matthew Modine,Frank Langella,Christopher Masterson,Action Adventure Comedy,cutthroat island
Chris Columbus,Steve Coogan,Rosario Dawson,Logan Lerman,Adventure Family Fantasy,percy jackson & the olympians: the lightning thief
Barry Sonnenfeld,Linda Fiorentino,Rip Torn,Will Smith,Adventure Comedy Family Mystery Sci-Fi,men in black
John Lasseter,Wayne Knight,John Ratzenberger,Tom Hanks,Adventure Animation Comedy Family Fantasy,toy story 2
Tony Scott,Ethan Suplee,Rosario Dawson,Denzel Washington,Action Thriller,unstoppable
Brett Ratner,Harris Yulin,John Lone,Mei Melançon,Action Comedy Crime Thriller,rush hour 2
Robert Zemeckis,Miranda Otto,Amber Valletta,Harrison Ford,Drama Fantasy Horror Mystery Thriller,what lies beneath
Phil Lord,Al Roker,Bobb'e J. Thompson,Will Forte,Animation Comedy Family Sci-Fi,cloudy with a chance of meatballs
Carlos Saldanha,Kelly Keaton,Maile Flanagan,Denis Leary,Action Adventure Animation Comedy Family,ice age: dawn of the dinosaurs
Ben Stiller,Joey Slotnick,Adrian Martinez,Adam Scott,Adventure Comedy Drama Fantasy Romance,the secret life of walter mitty
McG,Kelly Lynch,LL Cool J,Bill Murray,Action Adventure Comedy Crime Thriller,charlie's angels
Martin Scorsese,Ray Winstone,Matt Damon,Leonardo DiCaprio,Crime Drama Thriller,the departed
Tony Bancroft,June Foray,Harvey Fierstein,Ming-Na Wen,Adventure Animation Family Fantasy Musical War,mulan
Ben Stiller,Brandon T. Jackson,Steve Coogan,Robert Downey Jr.,Action Comedy,tropic thunder
David Fincher,Joely Richardson,Goran Visnjic,Robin Wright,Crime Drama Mystery Thriller,the girl with the dragon tattoo
John McTiernan,Kevin Chamberlin,Aldis Hodge,Bruce Willis,Action Adventure Thriller,die hard with a vengeance
Guy Ritchie,Robert Maillet,Eddie Marsan,Robert Downey Jr.,Action Adventure Crime Mystery Thriller,sherlock holmes
Timur Bekmambetov,Moises Arias,Ayelet Zurer,Morgan Freeman,Adventure Drama History,ben-hur
Gary Trousdale,Cree Summer,Jim Varney,Leonard Nimoy,Action Adventure Animation Family Fantasy Sci-Fi,atlantis: the lost empire
Walt Becker,Jesse McCartney,Joshua Mikel,Bella Thorne,Adventure Animation Comedy Family Fantasy Music,alvin and the chipmunks: the road chip
Bryan Singer,Thomas Kretschmann,Tom Wilkinson,Tom Cruise,Drama History Thriller War,valkyrie
Dennis Dugan,Kevin Nealon,Sayed Badreya,Adam Sandler,Action Comedy,you don't mess with the zohan
Chris Columbus,Josh Gad,Adam Sandler,Peter Dinklage,Action Animation Comedy Sci-Fi,pixels
Steven Spielberg,Kevin Sussman,William Hurt,Haley Joel Osment,Adventure Drama Sci-Fi,a.i. artificial intelligence
Rob Minkoff,Marc John Jefferies,Rachael Harris,Marsha Thomason,Comedy Family Fantasy Horror Mystery,the haunted mansion
Robert Zemeckis,Larry King,Tom Skerritt,Matthew McConaughey,Drama Mystery Sci-Fi Thriller,contact
Paul Verhoeven,Joey Slotnick,Kim Dickens,Greg Grunberg,Action Horror Sci-Fi Thriller,hollow man
Sydney Pollack,Michael Wright,George Harris,Curtiss Cook,Crime Mystery Thriller,the interpreter
Thor Freudenthal,Brandon T. Jackson,Leven Rambin,Logan Lerman,Adventure Family Fantasy,percy jackson: sea of monsters
Jan de Bont,Djimon Hounsou,Angelina Jolie Pitt,Gerard Butler,Action Adventure Fantasy,lara croft tomb raider: the cradle of life
Jon M. Chu,Sanaa Lathan,Morgan Freeman,Daniel Radcliffe,Action Adventure Comedy Crime Mystery Thriller,now you see me 2
Phillip Noyce,Velibor Topic,Michael Byrne,Alun Armstrong,Action Adventure Romance Sci-Fi Thriller,the saint
Tony Scott,Catherine McCormack,Stephen Dillane,Brad Pitt,Action Crime Thriller,spy game
Brian De Palma,Kim Delaney,Connie Nielsen,Don Cheadle,Adventure Sci-Fi Thriller,mission to mars
Carlos Saldanha,Will.i.am,Wanda Sykes,Anne Hathaway,Adventure Animation Comedy Family Musical,rio
Chris Columbus,John Michael Higgins,Oliver Platt,Robin Williams,Comedy Drama Sci-Fi,bicentennial man
Mick Jackson,Gaby Hoffmann,Anne Heche,Don Cheadle,Action Drama Sci-Fi Thriller,volcano
Alan J. Pakula,Natascha McElhone,Brad Pitt,Harrison Ford,Action Crime Drama Thriller,the devil's own
Kathryn Bigelow,Lex Shrapnel,Christian Camargo,Liam Neeson,Drama History Thriller War,k-19: the widowmaker
Josh Trank,Tim Heidecker,Reg E. Cathey,Tim Blake Nelson,Action Adventure Sci-Fi,fantastic four
John Milius,Sandahl Bergman,Mako,William Smith,Adventure Fantasy,conan the barbarian
Ron Howard,Rosemarie DeWitt,Bruce McGill,Paddy Considine,Biography Drama Sport,cinderella man
Andrey Konchalovskiy,Richard E. Grant,Nathan Lane,Shirley Henderson,Action Family Fantasy Musical,the nutcracker in 3d
Gary Ross,Michael O'Neill,Michael Angarano,Jeff Bridges,Drama History Sport,seabiscuit
Jan de Bont,Jami Gertz,Alan Ruck,Philip Seymour Hoffman,Action Adventure Drama Thriller,twister
Rob Cohen,Jordana Brewster,Vin Diesel,Paul Walker,Action Crime Thriller,the fast and the furious
Robert Zemeckis,Nick Searcy,Paul Sanchez,Tom Hanks,Adventure Drama Romance,cast away
George Miller,Elizabeth Daily,Hugh Jackman,Robin Williams,Animation Comedy Family Music Romance,happy feet
Paul Greengrass,Oksana Akinshina,Joan Allen,Matt Damon,Action Mystery Thriller,the bourne supremacy
Wolfgang Petersen,Dean Stockwell,Gary Oldman,Harrison Ford,Action Adventure Drama Thriller,air force one
Steven Soderbergh,Elliott Gould,Bernie Mac,Brad Pitt,Crime Thriller,ocean's eleven
Paul W.S. Anderson,Orlando Bloom,Logan Lerman,Milla Jovovich,Action Adventure Romance,the three musketeers
Genndy Tartakovsky,Jon Lovitz,Adam Sandler,Steve Buscemi,Animation Comedy Family Fantasy,hotel transylvania
Kevin Lima,Fred Tatasciore,Teala Dunn,Jeff Bennett,Animation Comedy Family Fantasy Musical Romance,enchanted
,Hettienne Park,Scott Thompson,Caroline Dhavernas,Crime Drama Horror Mystery Thriller,hannibal            
Daniel Espinosa,Sam Shepard,Ryan Reynolds,Denzel Washington,Action Crime Mystery Thriller,safe house
Kevin Lima,Jim Carter,Eric Idle,Ioan Gruffudd,Adventure Comedy Family,102 dalmatians
Brett Ratner,Judd Hirsch,Gabourey Sidibe,Matthew Broderick,Action Comedy Crime,tower heist
Nancy Meyers,Sarah Parish,Rufus Sewell,Kate Winslet,Comedy Romance,the holiday
Tony Scott,Lisa Bonet,Jake Busey,Will Smith,Action Crime Drama Mystery Thriller,enemy of the state
Nancy Meyers,Zoe Kazan,Hunter Parrish,Meryl Streep,Comedy Drama Romance,it's complicated
Steven Soderbergh,Brad Pitt,Matt Damon,Al Pacino,Crime Thriller,ocean's thirteen
Roger Allers,Jane Krakowski,Debra Messing,Jon Favreau,Adventure Animation Comedy Family,open season
Neil Burger,Mekhi Phifer,Theo James,Kate Winslet,Adventure Mystery Sci-Fi,divergent
Jean-Jacques Annaud,Clemens Schick,Gabriel Thomson,Bob Hoskins,Drama History War,enemy at the gates
Peter Berg,Ewen Bremner,Rosario Dawson,Dwayne Johnson,Action Adventure Comedy Thriller,the rundown
John McTiernan,Joan Plowright,Tom Noonan,F. Murray Abraham,Action Adventure Comedy Fantasy,last action hero
Rob Marshall,Karl Yune,Mako,Li Gong,Drama Romance,memoirs of a geisha
Justin Lin,Nikki Griffin,Zachery Ty Bryan,Amber Stevens West,Action Crime Thriller,the fast and the furious: tokyo drift
Sarah Smith,Michael Palin,Imelda Staunton,Jim Broadbent,Adventure Animation Comedy Family Fantasy,arthur christmas
Martin Brest,Jake Weber,Brad Pitt,Anthony Hopkins,Drama Fantasy Romance,meet joe black
Andrew Davis,Jsu Garcia,Rick Worthy,Raymond Cruz,Action Drama Thriller,collateral damage
Bob Fosse,Max Wright,Ben Vereen,Roy Scheider,Comedy Drama Music Musical,all that jazz
Tarsem Singh,Danny Woodburn,Nathan Lane,Julia Roberts,Adventure Comedy Drama Family Fantasy,mirror mirror
Edgar Wright,Ellen Wong,Kieran Culkin,Anna Kendrick,Action Comedy Fantasy Romance,scott pilgrim vs. the world
Jon Amiel,Rekha Sharma,Tchéky Karyo,Glenn Morshower,Action Adventure Sci-Fi Thriller,the core
Peter Segal,Chris Elliott,Janet Jackson,Larry Miller,Comedy Romance Sci-Fi,nutty professor ii: the klumps
Raja Gosnell,Miguel A. Núñez Jr.,Linda Cardellini,Sarah Michelle Gellar,Adventure Comedy Mystery,scooby-doo
Pete Travis,Rakie Ayola,Jason Cope,Wood Harris,Action Sci-Fi,dredd
Frank Coraci,Julie Kavner,Cameron Monaghan,Adam Sandler,Comedy Drama Fantasy Romance,click
George A. Romero,Adrienne Barbeau,Hal Holbrook,Ted Danson,Comedy Fantasy Horror,creepshow
Brad Peyton,Katt Williams,Sean Hayes,Jack McBrayer,Action Comedy Family Fantasy,cats & dogs: the revenge of kitty galore
Doug Liman,Tom Hulce,Hayden Christensen,Kristen Stewart,Action Adventure Sci-Fi Thriller,jumper
Guillermo del Toro,Brian Steele,Iván Kamarás,Seth MacFarlane,Action Adventure Fantasy Horror Sci-Fi,hellboy ii: the golden army
